0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	3
10	44
11	83
12	139
13	169
14	215
15	242
16	290
17	318
18	387
19	369
20	438
21	446
22	511
23	526
24	557
25	578
26	604
27	635
28	650
29	675
30	707
31	768
32	740
33	792
34	842
35	890
36	857
37	846
38	836
39	763
40	738
41	751
42	752
43	777
44	706
45	680
46	693
47	700
48	740
49	713
50	842
51	804
52	842
53	826
54	778
55	885
56	963
57	967
58	936
59	1067
60	1023
61	1085
62	1092
63	1111
64	1154
65	1163
66	1080
67	1169
68	1147
69	1178
70	1190
71	1244
72	1297
73	1257
74	1319
75	1397
76	1511
77	1641
78	1751
79	1911
80	2279
81	2351
82	2666
83	2906
84	3134
85	3408
86	3503
87	3729
88	4077
89	4267
90	4315
91	4531
92	4678
93	4686
94	4583
95	4607
96	4517
97	4272
98	4248
99	4192
100	3857
101	3689
102	3376
103	2952
104	2595
105	2175
106	1812
107	1449
108	1182
109	975
110	846
111	706
112	619
113	535
114	498
115	453
116	425
117	395
118	404
119	396
120	406
121	400
122	410
123	396
124	397
125	389
126	376
127	465
128	424
129	454
130	476
131	458
132	485
133	491
134	449
135	485
136	544
137	478
138	503
139	570
140	556
141	553
142	505
143	541
144	520
145	542
146	564
147	577
148	610
149	577
150	585
151	600
152	612
153	647
154	611
155	671
156	626
157	653
158	659
159	640
160	684
161	690
162	662
163	702
164	688
165	685
166	704
167	735
168	727
169	746
170	799
171	709
172	765
173	732
174	755
175	791
176	758
177	716
178	742
179	800
180	730
181	839
182	771
183	807
184	801
185	819
186	833
187	777
188	803
189	797
190	835
191	858
192	849
193	817
194	800
195	762
196	814
197	822
198	791
199	755
200	747
201	757
202	732
203	680
204	656
205	608
206	680
207	582
208	584
209	579
210	563
211	531
212	479
213	460
214	402
215	372
216	331
217	263
218	215
219	208
220	156
221	126
222	81
223	41
224	35
225	26
226	26
227	3
228	6
229	0
230	0
231	0
232	0
233	0
234	0
235	0
236	0
237	0
238	0
239	0
240	0
241	0
242	0
243	0
244	0
245	0
246	0
247	0
248	0
249	0
250	0
251	0
252	0
253	0
254	0
255	0
