0	379
1	387
2	448
3	417
4	433
5	438
6	463
7	435
8	481
9	482
10	483
11	543
12	506
13	518
14	594
15	594
16	602
17	621
18	631
19	647
20	668
21	639
22	680
23	755
24	764
25	687
26	758
27	768
28	767
29	816
30	817
31	872
32	873
33	846
34	915
35	924
36	943
37	942
38	932
39	977
40	996
41	1070
42	1031
43	1061
44	1128
45	1034
46	1104
47	1186
48	1188
49	1166
50	1213
51	1290
52	1227
53	1284
54	1275
55	1245
56	1299
57	1257
58	1302
59	1372
60	1277
61	1365
62	1399
63	1387
64	1394
65	1385
66	1427
67	1433
68	1415
69	1435
70	1398
71	1516
72	1536
73	1489
74	1552
75	1523
76	1557
77	1545
78	1526
79	1544
80	1570
81	1501
82	1578
83	1621
84	1566
85	1550
86	1618
87	1710
88	1643
89	1582
90	1619
91	1581
92	1570
93	1547
94	1521
95	1485
96	1574
97	1572
98	1576
99	1569
100	1515
101	1536
102	1555
103	1531
104	1538
105	1491
106	1462
107	1489
108	1441
109	1435
110	1422
111	1462
112	1503
113	1357
114	1398
115	1401
116	1391
117	1364
118	1364
119	1368
120	1375
121	1392
122	1381
123	1300
124	1289
125	1234
126	1292
127	1212
128	1203
129	1291
130	1189
131	1208
132	1211
133	1158
134	1168
135	1105
136	1136
137	1032
138	1158
139	1053
140	1089
141	1037
142	1105
143	1021
144	975
145	957
146	970
147	906
148	900
149	902
150	930
151	870
152	964
153	880
154	883
155	907
156	916
157	834
158	810
159	792
160	822
161	848
162	788
163	816
164	799
165	762
166	741
167	758
168	742
169	783
170	800
171	689
172	723
173	720
174	729
175	717
176	673
177	707
178	668
179	639
180	655
181	655
182	645
183	638
184	606
185	598
186	642
187	581
188	591
189	549
190	574
191	532
192	571
193	567
194	573
195	574
196	504
197	586
198	501
199	560
200	469
201	504
202	508
203	490
204	491
205	499
206	482
207	460
208	433
209	422
210	453
211	461
212	419
213	435
214	367
215	397
216	391
217	365
218	367
219	385
220	353
221	331
222	311
223	326
224	316
225	278
226	287
227	304
228	307
229	292
230	275
231	258
232	269
233	257
234	238
235	245
236	237
237	245
238	219
239	230
240	221
241	207
242	214
243	196
244	180
245	179
246	148
247	176
248	149
249	164
250	149
251	174
252	143
253	139
254	143
255	121
